GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,AIANHHA,NAME,FYF001,FYF002,FYF003,FYF004,FYF005,FYF006,FYF007,FYF008,FYF009,FYF010,FYF011,FYF012,FYF013,FYF014
"G11000100010012004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2004","9999","Block 2004",8,0,0,1,0,0,0,5,0,0,0,0,0,0
"G11000100010012005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2005","9999","Block 2005",64,0,0,1,4,0,0,3,0,0,0,0,0,0
"G11000100010012006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2006","9999","Block 2006",0,3,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100010012007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2007","9999","Block 2007",49,0,0,0,0,0,0,2,0,0,0,0,0,0
"G11000100010012008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2008","9999","Block 2008",13,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010012009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2009","9999","Block 2009",65,4,0,4,0,2,5,4,0,0,0,0,0,0
"G11000100010012010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2010","9999","Block 2010",28,0,0,8,0,0,1,3,0,0,0,0,0,2
"G11000100010012011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2011","9999","Block 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010012012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2012","9999","Block 2012",41,3,0,0,0,0,0,7,0,0,0,0,0,0
"G11000100010012013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2013","9999","Block 2013",18,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010012014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2014","9999","Block 2014",84,6,0,0,0,0,2,5,0,0,0,0,1,0
"G11000100010012015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2015","9999","Block 2015",10,0,0,0,0,0,0,2,0,0,0,0,0,0
"G11000100010012016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2016","9999","Block 2016",82,0,0,3,0,0,0,1,0,0,0,0,0,0
"G11000100010012017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2017","9999","Block 2017",56,4,0,0,0,0,4,1,0,0,0,0,0,0
"G11000100010012018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2018","9999","Block 2018",41,1,0,10,0,0,0,2,0,0,0,0,0,0
"G11000100010012019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2019","9999","Block 2019",68,4,0,6,0,0,0,2,0,0,0,0,0,0
"G11000100010012020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2020","9999","Block 2020",49,1,0,3,0,0,1,0,0,0,0,0,0,0
"G11000100010012021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2021","9999","Block 2021",58,1,0,0,0,0,0,3,0,0,0,0,0,1
"G11000100010012022","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2022","9999","Block 2022",47,0,0,5,0,0,1,2,0,0,0,0,0,0
"G11000100010012023","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2023","9999","Block 2023",41,1,0,1,0,1,0,0,0,0,0,0,0,3
"G11000100010012024","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2024","9999","Block 2024",142,45,0,4,0,2,4,3,0,0,0,0,0,0
"G11000100010012025","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2025","9999","Block 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010012026","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2026","9999","Block 2026",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010012027","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2027","9999","Block 2027",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100010012028","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2028","9999","Block 2028",8,4,0,1,0,0,0,0,0,0,0,0,0,0
"G11000100010012029","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2029","9999","Block 2029",7,0,0,3,0,0,0,5,0,0,0,0,0,0
"G11000100010012030","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2030","9999","Block 2030",16,0,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100010012031","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2031","9999","Block 2031",54,0,1,5,0,0,3,3,0,0,0,0,0,0
"G11000100010012032","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2032","9999","Block 2032",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010014000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4000","9999","Block 4000",24,0,0,0,0,0,0,3,0,0,0,0,0,0
"G11000100010014001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4001","9999","Block 4001",46,0,8,0,0,0,0,0,0,0,0,0,0,0
"G11000100010014002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4002","9999","Block 4002",18,0,0,0,0,0,0,6,0,0,0,0,0,0
"G11000100010014003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4003","9999","Block 4003",66,2,0,1,0,0,1,3,0,0,0,0,1,0
"G11000100010014004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4004","9999","Block 4004",44,0,0,5,0,0,0,3,0,0,0,0,0,0
"G11000100010014005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4005","9999","Block 4005",52,2,0,5,0,0,0,0,0,0,0,0,0,0
"G11000100010014006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4006","9999","Block 4006",52,0,0,0,0,0,0,11,0,0,0,0,0,0
"G11000100010014007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4007","9999","Block 4007",37,4,0,1,0,0,1,0,0,0,0,0,0,3
"G11000100010014008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4008","9999","Block 4008",57,0,0,0,0,0,0,5,1,0,0,0,0,2
"G11000100010014009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4009","9999","Block 4009",67,0,0,0,0,0,0,4,0,0,0,0,0,0
"G11000100010014010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4010","9999","Block 4010",54,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010014011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4011","9999","Block 4011",38,0,0,4,0,0,0,8,0,0,0,0,0,0
"G11000100010014012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4012","9999","Block 4012",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010014013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4013","9999","Block 4013",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010014014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4014","9999","Block 4014",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010014015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4015","9999","Block 4015",15,0,0,3,0,0,1,3,0,0,0,0,0,0
"G11000100010014016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4016","9999","Block 4016",4,0,0,0,0,0,0,0,0,1,0,0,0,0
"G11000100010014017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4017","9999","Block 4017",47,0,0,0,0,0,0,14,0,0,0,0,0,0
"G11000100010014018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4018","9999","Block 4018",56,0,0,0,0,0,0,2,0,0,0,0,0,0
"G11000100010014019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4019","9999","Block 4019",13,0,0,0,0,0,0,4,0,0,0,0,0,0
"G11000100010014020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4020","9999","Block 4020",57,0,0,5,0,0,0,4,0,0,0,0,0,0
"G11000100010014021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4021","9999","Block 4021",96,10,0,5,0,1,2,5,0,0,0,0,0,1
"G11000100010014022","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4022","9999","Block 4022",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010014023","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4023","9999","Block 4023",52,4,0,1,0,0,5,9,0,0,0,0,0,0
"G11000100010014024","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4024","9999","Block 4024",24,0,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100010014025","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4025","9999","Block 4025",71,12,0,10,0,4,0,1,0,0,0,0,0,0
"G11000100010014026","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4026","9999","Block 4026",1,7,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010014027","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4027","9999","Block 4027",28,0,0,0,0,0,0,3,0,0,0,0,0,0
"G11000100010014028","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","4","4028","9999","Block 4028",7,0,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100010016000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6000","9999","Block 6000",63,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010016001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6001","9999","Block 6001",33,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010016002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6002","9999","Block 6002",43,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010016003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6003","9999","Block 6003",60,0,0,0,0,0,3,0,0,0,0,0,0,0
"G11000100010016004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6004","9999","Block 6004",55,0,0,1,0,0,2,5,0,0,0,0,0,0
"G11000100010016005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6005","9999","Block 6005",53,4,0,7,0,0,0,7,0,0,0,0,0,0
"G11000100010016006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6006","9999","Block 6006",45,4,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010016007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6007","9999","Block 6007",40,0,0,2,0,0,2,0,0,0,0,0,0,0
"G11000100010016008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6008","9999","Block 6008",37,0,0,1,0,0,3,4,0,0,0,0,0,0
"G11000100010016009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6009","9999","Block 6009",51,0,0,0,0,0,1,4,0,0,0,0,0,0
"G11000100010016010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6010","9999","Block 6010",50,0,0,1,0,0,0,0,0,0,0,0,1,0
"G11000100010016011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6011","9999","Block 6011",27,0,0,1,0,0,0,3,0,0,0,0,3,0
"G11000100010016012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6012","9999","Block 6012",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010016013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6013","9999","Block 6013",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010016014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6014","9999","Block 6014",35,1,0,0,0,0,0,4,0,0,0,0,0,0
"G11000100010016015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6015","9999","Block 6015",62,4,0,3,0,1,0,2,0,0,0,0,1,0
"G11000100010016016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6016","9999","Block 6016",39,6,0,2,0,0,0,2,0,0,0,0,0,0
"G11000100010016017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6017","9999","Block 6017",55,0,0,6,0,0,0,0,0,0,0,0,0,0
"G11000100010016018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6018","9999","Block 6018",53,2,0,0,0,0,0,3,0,0,0,0,0,0
"G11000100010016019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6019","9999","Block 6019",52,2,0,1,0,0,1,1,0,0,0,0,0,0
"G11000100010016020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6020","9999","Block 6020",39,0,0,1,0,0,0,0,0,0,0,0,0,0
"G11000100010016021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","6","6021","9999","Block 6021",49,0,0,0,0,0,0,3,0,0,0,0,0,0
"G11000100010017000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7000","9999","Block 7000",30,2,0,4,0,0,2,0,0,0,0,0,0,0
"G11000100010017001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7001","9999","Block 7001",61,1,0,6,0,0,0,4,0,0,0,0,0,0
"G11000100010017002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7002","9999","Block 7002",53,4,0,5,0,0,2,0,0,0,0,0,0,0
"G11000100010017003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7003","9999","Block 7003",54,5,0,0,0,0,2,2,0,0,0,0,0,0
"G11000100010017004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7004","9999","Block 7004",40,0,0,5,0,0,0,2,0,0,0,0,0,0
"G11000100010017005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7005","9999","Block 7005",59,0,0,3,0,0,0,8,0,0,0,0,1,0
"G11000100010017006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7006","9999","Block 7006",81,0,0,4,0,0,0,4,0,0,0,0,0,0
"G11000100010017007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7007","9999","Block 7007",66,3,0,0,0,0,1,3,0,0,0,0,0,0
"G11000100010017008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7008","9999","Block 7008",37,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010017009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7009","9999","Block 7009",53,0,0,3,0,0,1,0,0,0,0,0,0,0
"G11000100010017010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7010","9999","Block 7010",53,1,0,0,0,0,1,4,0,0,0,0,0,0
"G11000100010017011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7011","9999","Block 7011",42,0,0,2,0,0,1,2,0,0,0,0,1,1
"G11000100010017012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7012","9999","Block 7012",38,2,0,1,0,0,0,0,0,0,0,0,2,0
"G11000100010017013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7013","9999","Block 7013",40,0,0,0,0,0,1,0,0,0,0,0,0,0
"G11000100010017014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7014","9999","Block 7014",44,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010017015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7015","9999","Block 7015",43,0,0,2,0,0,3,3,0,0,0,0,0,0
"G11000100010017016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","7","7016","9999","Block 7016",71,0,0,0,0,3,1,0,0,0,0,0,0,0
"G11000100010018000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","8","8000","9999","Block 8000",15,1,0,0,0,0,0,2,0,0,0,0,0,0
"G11000100010018001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","8","8001","9999","Block 8001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
