GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,AIANHHA,NAME,FYF001,FYF002,FYF003,FYF004,FYF005,FYF006,FYF007,FYF008,FYF009,FYF010,FYF011,FYF012,FYF013,FYF014
"G11000100062021107","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1107","9999","Block 1107",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021108","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1108","9999","Block 1108",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021109","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1109","9999","Block 1109",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021110","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1110","9999","Block 1110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021111","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1111","9999","Block 1111",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021112","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1112","9999","Block 1112",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021113","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1113","9999","Block 1113",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021114","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1114","9999","Block 1114",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021115","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1115","9999","Block 1115",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021116","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1116","9999","Block 1116",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021117","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1117","9999","Block 1117",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021118","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1118","9999","Block 1118",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021119","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1119","9999","Block 1119",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021120","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1120","9999","Block 1120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021121","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1121","9999","Block 1121",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021122","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1122","9999","Block 1122",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021123","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1123","9999","Block 1123",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021124","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1124","9999","Block 1124",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021125","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1125","9999","Block 1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021126","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1126","9999","Block 1126",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021127","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1127","9999","Block 1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021128","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1128","9999","Block 1128",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021129","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1129","9999","Block 1129",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021130","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1130","9999","Block 1130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021131","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1131","9999","Block 1131",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021132","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1132","9999","Block 1132",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021133","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1133","9999","Block 1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021134","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1134","9999","Block 1134",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021135","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1135","9999","Block 1135",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021136","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1136","9999","Block 1136",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021137","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1137","9999","Block 1137",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021138","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1138","9999","Block 1138",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021139","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1139","9999","Block 1139",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021140","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1140","9999","Block 1140",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021141","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1141","9999","Block 1141",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021142","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1142","9999","Block 1142",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021143","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1143","9999","Block 1143",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021144","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1144","9999","Block 1144",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021145","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1145","9999","Block 1145",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021146","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1146","9999","Block 1146",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021147","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1147","9999","Block 1147",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021148","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1148","9999","Block 1148",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021149","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1149","9999","Block 1149",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021150","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1150","9999","Block 1150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021151","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1151","9999","Block 1151",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021152","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1152","9999","Block 1152",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021153","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1153","9999","Block 1153",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021154","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1154","9999","Block 1154",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021155","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1155","9999","Block 1155",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021156","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1156","9999","Block 1156",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021157","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1157","9999","Block 1157",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021158","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1158","9999","Block 1158",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021159","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1159","9999","Block 1159",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021160","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1160","9999","Block 1160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021161","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1161","9999","Block 1161",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021162","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1162","9999","Block 1162",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021163","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1163","9999","Block 1163",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021164","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1164","9999","Block 1164",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021165","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1165","9999","Block 1165",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021166","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1166","9999","Block 1166",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021167","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1167","9999","Block 1167",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021991","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1991","9999","Block 1991",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021992","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1992","9999","Block 1992",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021993","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1993","9999","Block 1993",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021994","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1994","9999","Block 1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021995","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1995","9999","Block 1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021996","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1996","9999","Block 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021997","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1997","9999","Block 1997",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021998","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1998","9999","Block 1998",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100062021999","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006202","1","1999","9999","Block 1999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100063011000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006301","1","1000","9999","Block 1000",491,1146,8,30,0,5,46,42,7,0,16,1,17,4
"G11000100063011001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006301","1","1001","9999","Block 1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100063011002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006301","1","1002","9999","Block 1002",9,453,1,0,0,0,16,7,5,0,0,0,17,8
"G11000100063011003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006301","1","1003","9999","Block 1003",861,495,5,37,0,8,42,23,6,0,1,0,10,5
"G11000100063011004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006301","1","1004","9999","Block 1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100063011005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006301","1","1005","9999","Block 1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100063011999","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006301","1","1999","9999","Block 1999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100063021000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006302","1","1000","9999","Block 1000",27,26,0,1,1,0,0,1,0,0,0,0,1,0
"G11000100063021999","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006302","1","1999","9999","Block 1999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064001000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","1","1000","9999","Block 1000",5,41,1,26,0,0,2,1,0,0,0,0,0,0
"G11000100064001001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","1","1001","9999","Block 1001",16,109,0,5,0,0,1,1,0,0,0,0,4,3
"G11000100064001002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","1","1002","9999","Block 1002",7,159,0,1,0,0,0,0,0,0,0,0,0,0
"G11000100064001003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","1","1003","9999","Block 1003",0,89,0,0,0,0,3,0,0,0,0,0,0,0
"G11000100064001004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","1","1004","9999","Block 1004",6,315,0,3,0,1,2,5,5,0,0,0,2,0
"G11000100064001005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","1","1005","9999","Block 1005",0,115,0,2,0,0,4,0,0,0,0,0,0,0
"G11000100064001006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","1","1006","9999","Block 1006",1,222,1,1,0,0,2,0,0,0,0,0,0,0
"G11000100064001007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","1","1007","9999","Block 1007",0,25,0,0,0,0,0,0,0,1,0,0,0,0
"G11000100064002000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2000","9999","Block 2000",2,83,0,0,0,0,0,0,2,0,0,0,0,0
"G11000100064002001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2001","9999","Block 2001",6,38,0,0,0,0,2,1,0,0,0,0,0,6
"G11000100064002002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2002","9999","Block 2002",3,172,0,0,0,0,2,0,0,0,0,0,0,0
"G11000100064002003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2003","9999","Block 2003",1,170,1,0,0,0,2,0,0,0,0,0,2,0
"G11000100064002004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2004","9999","Block 2004",4,194,0,0,0,0,3,0,0,0,0,0,0,1
"G11000100064002005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2005","9999","Block 2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2006","9999","Block 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2007","9999","Block 2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2008","9999","Block 2008",0,39,0,0,0,0,2,0,0,0,0,0,0,0
"G11000100064002009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2009","9999","Block 2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2010","9999","Block 2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2011","9999","Block 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2012","9999","Block 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2013","9999","Block 2013",0,174,0,6,0,1,1,0,0,0,0,0,18,0
"G11000100064002014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2014","9999","Block 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2015","9999","Block 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2016","9999","Block 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2017","9999","Block 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2018","9999","Block 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2019","9999","Block 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2020","9999","Block 2020",20,82,1,1,0,0,5,0,0,6,0,0,2,0
"G11000100064002021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2021","9999","Block 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002022","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2022","9999","Block 2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002023","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2023","9999","Block 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002024","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2024","9999","Block 2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002025","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2025","9999","Block 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002026","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2026","9999","Block 2026",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002027","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2027","9999","Block 2027",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002028","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2028","9999","Block 2028",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002029","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2029","9999","Block 2029",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002030","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2030","9999","Block 2030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002031","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2031","9999","Block 2031",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002032","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2032","9999","Block 2032",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002998","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2998","9999","Block 2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100064002999","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006400","2","2999","9999","Block 2999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065001000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1000","9999","Block 1000",51,9,0,2,0,0,0,1,0,0,0,0,0,0
"G11000100065001001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1001","9999","Block 1001",115,15,1,2,0,4,1,1,0,0,0,0,0,1
"G11000100065001002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1002","9999","Block 1002",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065001003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1003","9999","Block 1003",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065001004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1004","9999","Block 1004",38,4,0,2,0,0,1,0,1,0,0,0,1,0
"G11000100065001005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1005","9999","Block 1005",56,1,0,5,0,0,1,1,0,0,0,0,0,1
"G11000100065001006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1006","9999","Block 1006",137,4,0,7,2,2,3,2,0,0,0,0,2,2
"G11000100065001007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1007","9999","Block 1007",56,3,1,0,0,0,0,1,0,0,0,0,0,0
"G11000100065001008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1008","9999","Block 1008",82,5,0,6,0,0,1,4,0,0,0,0,0,1
"G11000100065001009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1009","9999","Block 1009",8,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065001010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1010","9999","Block 1010",28,16,0,0,0,0,1,1,0,0,0,0,0,0
"G11000100065001011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1011","9999","Block 1011",123,2,0,1,0,0,4,0,0,0,0,0,2,0
"G11000100065001012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","1","1012","9999","Block 1012",67,0,1,2,1,0,0,0,0,0,0,0,2,0
"G11000100065002000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2000","9999","Block 2000",44,5,0,4,0,0,5,3,0,0,0,0,0,0
"G11000100065002001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2001","9999","Block 2001",62,10,0,1,0,0,0,1,0,0,0,0,2,0
"G11000100065002002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2002","9999","Block 2002",81,20,0,8,0,0,3,3,0,0,0,0,2,0
"G11000100065002003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2003","9999","Block 2003",72,9,1,1,0,0,1,1,0,0,0,0,0,0
"G11000100065002004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2004","9999","Block 2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065002005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2005","9999","Block 2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065002006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2006","9999","Block 2006",136,17,0,6,0,0,4,4,1,0,0,0,0,0
"G11000100065002007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2007","9999","Block 2007",161,10,2,6,0,0,1,3,0,0,0,0,0,1
"G11000100065002008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2008","9999","Block 2008",35,0,1,1,0,0,0,3,0,0,0,0,2,0
"G11000100065002009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2009","9999","Block 2009",30,3,0,0,0,0,1,1,0,0,0,0,0,0
"G11000100065002010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2010","9999","Block 2010",1,0,0,0,0,0,1,0,0,0,0,0,0,0
"G11000100065002011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2011","9999","Block 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065002012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2012","9999","Block 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065002013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2013","9999","Block 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065002014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2014","9999","Block 2014",117,15,3,10,0,0,0,3,0,0,0,0,0,0
"G11000100065002015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2015","9999","Block 2015",135,25,0,2,0,0,4,4,0,0,0,0,1,1
"G11000100065002016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2016","9999","Block 2016",118,2,0,2,2,0,1,5,0,0,0,0,1,0
"G11000100065002017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2017","9999","Block 2017",87,13,0,4,0,0,0,1,0,0,0,0,1,0
"G11000100065002018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2018","9999","Block 2018",13,19,0,5,0,0,0,0,0,0,0,0,0,0
"G11000100065002019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2019","9999","Block 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065002020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2020","9999","Block 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065002021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2021","9999","Block 2021",127,23,0,8,0,0,3,0,0,0,0,0,2,0
"G11000100065002022","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2022","9999","Block 2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065002023","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2023","9999","Block 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100065002024","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006500","2","2024","9999","Block 2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100066001000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006600","1","1000","9999","Block 1000",99,0,0,3,0,0,1,2,0,0,0,0,2,1
"G11000100066001001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006600","1","1001","9999","Block 1001",166,18,2,3,0,4,1,3,0,0,0,0,0,1
"G11000100066001002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006600","1","1002","9999","Block 1002",70,3,0,0,0,0,1,5,0,0,0,0,0,0
"G11000100066001003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006600","1","1003","9999","Block 1003",74,0,0,11,0,1,0,2,0,0,0,0,0,0
"G11000100066001004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006600","1","1004","9999","Block 1004",105,0,0,0,0,0,0,3,0,0,0,0,0,0
"G11000100066001005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","006600","1","1005","9999","Block 1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
