GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G11000100012510","1990","99","9999","9999","9999","9","510","5","0012","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 510",73,2,0,4,0,8,0,0,0,0
"G11000100012512","1990","99","9999","9999","9999","9","512","5","0012","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 512",58,0,0,6,0,0,0,0,0,0
"G11000100012513","1990","99","9999","9999","9999","9","513","5","0012","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 513",61,2,0,3,0,0,0,0,0,0
"G11000100012514","1990","99","9999","9999","9999","9","514","5","0012","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 514",109,19,0,19,3,92,3,0,0,42
"G1100010001301103","1990","99","9999","9999","9999","9","103","1","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",0,0,0,0,0,0,0,0,0,0
"G1100010001301105","1990","99","9999","9999","9999","9","105","1","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",155,19,1,1,0,2,0,0,0,0
"G1100010001301107","1990","99","9999","9999","9999","9","107","1","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",67,0,0,5,0,5,0,0,0,0
"G1100010001301111","1990","99","9999","9999","9999","9","111","1","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 111",51,0,0,6,1,1,0,0,0,0
"G1100010001301401","1990","99","9999","9999","9999","9","401","4","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 401",670,38,1,36,0,31,0,0,0,8
"G1100010001301402","1990","99","9999","9999","9999","9","402","4","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 402",10,8,0,0,0,0,0,0,0,0
"G1100010001301403","1990","99","9999","9999","9999","9","403","4","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 403",54,2,0,1,0,5,0,0,0,0
"G1100010001301404","1990","99","9999","9999","9999","9","404","4","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 404",78,1,0,2,0,3,0,0,0,0
"G1100010001301405","1990","99","9999","9999","9999","9","405","4","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 405",27,1,0,0,0,0,0,0,0,1
"G1100010001301406","1990","99","9999","9999","9999","9","406","4","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 406",38,0,0,0,0,0,0,0,0,0
"G1100010001301407","1990","99","9999","9999","9999","9","407","4","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 407",92,3,0,2,0,2,0,0,0,0
"G1100010001301501","1990","99","9999","9999","9999","9","501","5","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 501",61,5,0,2,0,0,0,0,0,2
"G1100010001301502","1990","99","9999","9999","9999","9","502","5","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 502",23,2,0,0,0,0,0,0,0,0
"G1100010001301503","1990","99","9999","9999","9999","9","503","5","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 503",45,3,0,0,0,1,0,0,0,0
"G1100010001301504","1990","99","9999","9999","9999","9","504","5","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 504",39,5,0,1,0,0,0,0,0,0
"G1100010001301505","1990","99","9999","9999","9999","9","505","5","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 505",14,0,0,0,0,0,0,0,0,0
"G1100010001301506","1990","99","9999","9999","9999","9","506","5","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 506",171,26,0,2,0,3,0,0,0,2
"G1100010001301507","1990","99","9999","9999","9999","9","507","5","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 507",6,8,0,1,0,0,0,0,0,0
"G1100010001301601","1990","99","9999","9999","9999","9","601","6","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 601",47,4,0,1,0,1,0,0,0,0
"G1100010001301602","1990","99","9999","9999","9999","9","602","6","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 602",30,8,0,3,0,0,0,0,0,0
"G1100010001301603","1990","99","9999","9999","9999","9","603","6","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 603",34,3,0,2,0,0,0,0,0,0
"G1100010001301604","1990","99","9999","9999","9999","9","604","6","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 604",28,16,0,1,0,0,0,0,0,0
"G1100010001301605","1990","99","9999","9999","9999","9","605","6","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 605",35,2,0,0,0,7,1,0,0,0
"G1100010001301606","1990","99","9999","9999","9999","9","606","6","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 606",34,0,0,3,0,2,0,0,0,0
"G1100010001301701","1990","99","9999","9999","9999","9","701","7","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 701",49,0,0,0,0,0,0,0,0,2
"G1100010001301702","1990","99","9999","9999","9999","9","702","7","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 702",542,63,0,26,2,23,0,0,1,4
"G1100010001301703","1990","99","9999","9999","9999","9","703","7","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 703",202,9,0,8,0,16,1,0,0,1
"G1100010001301704","1990","99","9999","9999","9999","9","704","7","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 704",22,0,0,2,0,1,0,0,0,0
"G1100010001301706","1990","99","9999","9999","9999","9","706","7","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 706",7,2,0,0,0,0,0,0,0,0
"G1100010001301707","1990","99","9999","9999","9999","9","707","7","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 707",6,0,0,0,0,0,0,0,0,0
"G1100010001301708","1990","99","9999","9999","9999","9","708","7","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 708",385,25,3,20,0,22,0,0,0,4
"G1100010001301720","1990","99","9999","9999","9999","9","720","7","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 720",67,0,0,0,0,0,0,0,0,0
"G1100010001301721","1990","99","9999","9999","9999","9","721","7","001301","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 721",50,13,0,3,0,0,0,0,0,0
"G1100010001302101","1990","99","9999","9999","9999","9","101","1","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",78,0,0,2,0,2,0,0,0,0
"G1100010001302102","1990","99","9999","9999","9999","9","102","1","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",81,11,0,3,0,7,0,0,0,3
"G1100010001302103","1990","99","9999","9999","9999","9","103","1","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",2,0,0,0,0,0,0,0,0,0
"G1100010001302109","1990","99","9999","9999","9999","9","109","1","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 109",16,0,0,2,0,3,0,0,0,0
"G1100010001302110","1990","99","9999","9999","9999","9","110","1","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 110",3,0,0,0,0,0,0,0,0,0
"G1100010001302201","1990","99","9999","9999","9999","9","201","2","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",1836,132,4,79,10,134,4,1,0,25
"G1100010001302202","1990","99","9999","9999","9999","9","202","2","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",0,0,0,0,0,0,0,0,0,0
"G1100010001302203","1990","99","9999","9999","9999","9","203","2","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",6,0,0,0,0,2,0,0,0,0
"G1100010001302204","1990","99","9999","9999","9999","9","204","2","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",9,1,0,1,0,0,0,0,0,0
"G1100010001302205","1990","99","9999","9999","9999","9","205","2","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",164,5,0,8,0,2,0,0,0,0
"G1100010001302206","1990","99","9999","9999","9999","9","206","2","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",410,35,0,49,0,55,0,0,2,19
"G1100010001302301","1990","99","9999","9999","9999","9","301","3","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",204,8,0,9,3,18,0,0,0,5
"G1100010001302304","1990","99","9999","9999","9999","9","304","3","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",316,53,1,31,1,28,1,0,1,10
"G1100010001302307","1990","99","9999","9999","9999","9","307","3","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 307",26,5,0,2,0,2,1,0,0,0
"G1100010001302308","1990","99","9999","9999","9999","9","308","3","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 308",55,6,0,2,0,1,0,0,0,0
"G1100010001302309","1990","99","9999","9999","9999","9","309","3","001302","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 309",1632,163,6,83,4,79,5,0,0,9
"G1100010001401301","1990","99","9999","9999","9999","9","301","3","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",27,2,0,5,0,1,0,0,0,0
"G1100010001401302","1990","99","9999","9999","9999","9","302","3","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",83,2,0,4,0,1,0,0,0,1
"G1100010001401303","1990","99","9999","9999","9999","9","303","3","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",52,0,0,1,0,1,0,0,0,0
"G1100010001401304","1990","99","9999","9999","9999","9","304","3","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",34,1,0,4,0,0,0,0,0,0
"G1100010001401305","1990","99","9999","9999","9999","9","305","3","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 305",84,0,0,1,0,3,0,0,0,0
"G1100010001401306","1990","99","9999","9999","9999","9","306","3","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",15,2,0,0,0,0,0,0,0,0
"G1100010001401307","1990","99","9999","9999","9999","9","307","3","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 307",45,3,0,3,4,0,0,0,0,0
"G1100010001401308","1990","99","9999","9999","9999","9","308","3","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 308",36,0,0,0,0,0,0,0,0,0
"G1100010001401309","1990","99","9999","9999","9999","9","309","3","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 309",85,3,0,5,0,1,0,0,0,0
"G1100010001401501","1990","99","9999","9999","9999","9","501","5","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 501",62,1,0,0,0,0,0,0,0,0
"G1100010001401502","1990","99","9999","9999","9999","9","502","5","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 502",25,0,0,0,0,1,0,0,0,0
"G1100010001401503","1990","99","9999","9999","9999","9","503","5","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 503",69,1,0,0,0,2,0,0,0,0
"G1100010001401504","1990","99","9999","9999","9999","9","504","5","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 504",291,34,1,17,0,20,1,0,0,26
"G1100010001401505","1990","99","9999","9999","9999","9","505","5","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 505",37,2,0,1,0,1,0,0,0,0
"G1100010001401506","1990","99","9999","9999","9999","9","506","5","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 506",90,5,0,3,0,0,0,0,0,0
"G1100010001401507","1990","99","9999","9999","9999","9","507","5","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 507",92,3,0,5,0,2,0,0,0,0
"G1100010001401508","1990","99","9999","9999","9999","9","508","5","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 508",21,4,0,5,0,2,0,0,0,4
"G1100010001401509","1990","99","9999","9999","9999","9","509","5","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 509",346,65,1,60,2,20,4,0,0,37
"G1100010001401601","1990","99","9999","9999","9999","9","601","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 601",70,0,0,7,0,1,0,0,0,0
"G1100010001401602","1990","99","9999","9999","9999","9","602","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 602",132,6,1,3,0,8,0,0,0,0
"G1100010001401603","1990","99","9999","9999","9999","9","603","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 603",55,2,0,0,0,0,0,0,0,0
"G1100010001401605","1990","99","9999","9999","9999","9","605","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 605",81,8,0,4,0,1,0,0,0,0
"G1100010001401606","1990","99","9999","9999","9999","9","606","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 606",17,0,0,0,0,0,0,0,0,1
"G1100010001401607","1990","99","9999","9999","9999","9","607","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 607",99,0,0,2,0,0,0,0,0,0
"G1100010001401608","1990","99","9999","9999","9999","9","608","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 608",32,0,0,0,0,0,0,0,0,0
"G1100010001401609","1990","99","9999","9999","9999","9","609","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 609",82,0,0,3,0,1,0,0,0,0
"G1100010001401610","1990","99","9999","9999","9999","9","610","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 610",41,0,0,2,0,2,0,0,0,0
"G1100010001401611","1990","99","9999","9999","9999","9","611","6","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 611",52,0,0,0,0,3,0,0,0,0
"G1100010001401701","1990","99","9999","9999","9999","9","701","7","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 701",50,0,0,2,0,5,0,0,0,0
"G1100010001401702","1990","99","9999","9999","9999","9","702","7","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 702",12,0,0,0,0,0,0,0,0,0
"G1100010001401703","1990","99","9999","9999","9999","9","703","7","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 703",63,3,0,1,0,0,0,0,0,0
"G1100010001401704","1990","99","9999","9999","9999","9","704","7","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 704",75,2,0,1,0,1,0,0,0,6
"G1100010001401705","1990","99","9999","9999","9999","9","705","7","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 705",66,0,1,1,0,3,0,0,0,0
"G1100010001401706","1990","99","9999","9999","9999","9","706","7","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 706",87,2,0,7,0,0,0,0,0,0
"G1100010001401707","1990","99","9999","9999","9999","9","707","7","001401","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 707",99,1,0,1,0,0,0,0,0,0
"G1100010001402101","1990","99","9999","9999","9999","9","101","1","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",74,14,0,5,0,2,0,0,0,1
"G1100010001402102","1990","99","9999","9999","9999","9","102","1","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",4,0,0,0,0,0,0,0,0,0
"G1100010001402103","1990","99","9999","9999","9999","9","103","1","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",25,5,0,0,0,5,0,0,0,0
"G1100010001402104","1990","99","9999","9999","9999","9","104","1","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",58,3,0,0,0,0,0,0,0,0
"G1100010001402105","1990","99","9999","9999","9999","9","105","1","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",52,7,0,1,0,0,0,0,0,0
"G1100010001402106","1990","99","9999","9999","9999","9","106","1","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",20,0,0,1,0,3,0,0,0,0
"G1100010001402107","1990","99","9999","9999","9999","9","107","1","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",34,1,0,3,0,0,0,0,0,0
"G1100010001402108","1990","99","9999","9999","9999","9","108","1","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 108",31,14,0,2,0,3,1,0,0,0
"G1100010001402201","1990","99","9999","9999","9999","9","201","2","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",313,15,0,7,0,0,1,0,0,0
"G1100010001402202","1990","99","9999","9999","9999","9","202","2","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",91,9,0,4,0,3,0,0,0,1
"G1100010001402203","1990","99","9999","9999","9999","9","203","2","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",21,2,0,0,0,0,0,0,0,0
"G1100010001402204","1990","99","9999","9999","9999","9","204","2","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",58,3,0,1,0,6,0,0,0,0
"G1100010001402205","1990","99","9999","9999","9999","9","205","2","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",31,0,0,0,0,0,0,0,0,0
"G1100010001402301","1990","99","9999","9999","9999","9","301","3","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",10,0,0,0,0,0,0,0,0,0
"G1100010001402302","1990","99","9999","9999","9999","9","302","3","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",76,0,0,2,1,4,0,0,0,0
"G1100010001402303","1990","99","9999","9999","9999","9","303","3","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",69,4,0,3,0,5,0,0,0,0
"G1100010001402304","1990","99","9999","9999","9999","9","304","3","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",38,1,0,0,0,2,0,0,0,0
"G1100010001402305","1990","99","9999","9999","9999","9","305","3","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 305",90,3,0,0,0,5,0,0,0,6
"G1100010001402306","1990","99","9999","9999","9999","9","306","3","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",61,0,0,0,0,0,0,0,0,0
"G1100010001402307","1990","99","9999","9999","9999","9","307","3","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 307",64,0,0,7,0,11,1,0,0,0
"G1100010001402308","1990","99","9999","9999","9999","9","308","3","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 308",97,6,0,6,0,0,0,0,0,0
"G1100010001402401","1990","99","9999","9999","9999","9","401","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 401",53,9,0,13,0,1,0,0,0,1
"G1100010001402402","1990","99","9999","9999","9999","9","402","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 402",36,4,0,1,0,0,0,0,0,0
"G1100010001402403","1990","99","9999","9999","9999","9","403","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 403",36,1,0,1,0,1,0,0,0,0
"G1100010001402404","1990","99","9999","9999","9999","9","404","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 404",136,9,0,33,0,24,1,0,1,9
"G1100010001402405","1990","99","9999","9999","9999","9","405","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 405",44,0,0,0,0,0,0,0,0,0
"G1100010001402406","1990","99","9999","9999","9999","9","406","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 406",63,9,0,1,0,0,0,0,0,0
"G1100010001402407","1990","99","9999","9999","9999","9","407","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 407",76,4,0,4,0,3,0,0,0,0
"G1100010001402408","1990","99","9999","9999","9999","9","408","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 408",167,168,2,5,0,8,0,0,0,3
"G1100010001402409","1990","99","9999","9999","9999","9","409","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 409",58,7,0,0,0,5,0,0,0,3
"G1100010001402410","1990","99","9999","9999","9999","9","410","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 410",98,6,0,1,2,8,0,0,0,0
"G1100010001402411","1990","99","9999","9999","9999","9","411","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 411",125,9,0,3,0,19,0,0,0,4
"G1100010001402412","1990","99","9999","9999","9999","9","412","4","001402","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 412",80,0,0,1,0,0,0,0,0,0
"G11000100015104","1990","99","9999","9999","9999","9","104","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",57,27,0,1,0,1,0,0,0,1
"G11000100015106","1990","99","9999","9999","9999","9","106","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",12,9,0,0,0,0,0,0,0,0
"G11000100015107","1990","99","9999","9999","9999","9","107","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",39,16,0,0,5,0,0,0,0,3
"G11000100015108","1990","99","9999","9999","9999","9","108","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 108",35,22,0,4,1,0,0,0,0,0
"G11000100015109","1990","99","9999","9999","9999","9","109","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 109",14,41,0,6,0,0,0,0,0,0
"G11000100015110","1990","99","9999","9999","9999","9","110","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 110",21,28,0,0,0,2,4,0,0,1
"G11000100015111","1990","99","9999","9999","9999","9","111","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 111",33,22,0,1,1,0,0,0,0,1
"G11000100015112","1990","99","9999","9999","9999","9","112","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 112",38,17,0,4,0,6,0,0,0,3
"G11000100015113","1990","99","9999","9999","9999","9","113","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 113",116,18,0,4,0,10,0,0,0,0
"G11000100015114","1990","99","9999","9999","9999","9","114","1","0015","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 114",27,37,0,0,1,0,0,0,0,0
