GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G1100010006410111A","1990","99","9999","9999","9999","9","111A","1","006410","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 111A",3,195,0,0,0,0,1,0,0,0
"G1100010006410201","1990","99","9999","9999","9999","9","201","2","006410","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",0,229,0,0,0,0,0,0,0,0
"G1100010006410202","1990","99","9999","9999","9999","9","202","2","006410","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",0,223,7,0,0,2,0,3,0,5
"G1100010006410206","1990","99","9999","9999","9999","9","206","2","006410","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",0,32,0,0,0,0,1,0,0,0
"G1100010006510101","1990","99","9999","9999","9999","9","101","1","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",47,1,0,10,0,1,0,0,0,0
"G1100010006510102","1990","99","9999","9999","9999","9","102","1","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",144,10,1,3,0,5,0,0,0,3
"G1100010006510103","1990","99","9999","9999","9999","9","103","1","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",30,1,0,1,0,2,1,0,0,0
"G1100010006510104","1990","99","9999","9999","9999","9","104","1","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",102,3,0,1,0,0,0,0,0,0
"G1100010006510106","1990","99","9999","9999","9999","9","106","1","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",40,9,0,0,0,0,0,0,0,0
"G1100010006510107","1990","99","9999","9999","9999","9","107","1","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",74,0,0,2,0,2,0,0,0,0
"G1100010006510108","1990","99","9999","9999","9999","9","108","1","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 108",30,6,0,0,0,2,0,0,0,0
"G1100010006510120","1990","99","9999","9999","9999","9","120","1","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 120",114,11,0,7,0,3,0,0,0,0
"G1100010006510201","1990","99","9999","9999","9999","9","201","2","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",80,18,1,4,0,0,0,0,0,0
"G1100010006510202","1990","99","9999","9999","9999","9","202","2","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",68,2,0,1,0,0,0,0,0,0
"G1100010006510203","1990","99","9999","9999","9999","9","203","2","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",51,24,0,1,1,0,0,0,0,1
"G1100010006510204","1990","99","9999","9999","9999","9","204","2","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",81,6,0,1,0,2,0,0,0,0
"G1100010006510205","1990","99","9999","9999","9999","9","205","2","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",82,23,0,0,0,7,0,0,0,4
"G1100010006510207","1990","99","9999","9999","9999","9","207","2","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 207",123,5,0,1,1,4,0,0,0,0
"G1100010006510302","1990","99","9999","9999","9999","9","302","3","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",150,28,0,6,0,3,0,0,0,0
"G1100010006510305","1990","99","9999","9999","9999","9","305","3","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 305",145,34,0,1,0,0,0,0,0,0
"G1100010006510401","1990","99","9999","9999","9999","9","401","4","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 401",176,14,0,1,0,10,0,0,0,0
"G1100010006510402","1990","99","9999","9999","9999","9","402","4","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 402",39,3,0,2,0,0,0,0,0,1
"G1100010006510403","1990","99","9999","9999","9999","9","403","4","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 403",31,8,0,3,0,0,0,0,0,0
"G1100010006510404","1990","99","9999","9999","9999","9","404","4","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 404",122,21,0,1,0,1,0,0,0,0
"G1100010006510406","1990","99","9999","9999","9999","9","406","4","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 406",139,5,1,7,0,2,0,0,0,0
"G1100010006510501","1990","99","9999","9999","9999","9","501","5","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 501",66,1,0,0,0,0,0,0,0,0
"G1100010006510502","1990","99","9999","9999","9999","9","502","5","006510","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 502",108,6,0,1,0,2,0,0,0,0
"G11000100066101","1990","99","9999","9999","9999","9","101","1","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",125,5,2,1,0,2,0,0,0,0
"G11000100066102","1990","99","9999","9999","9999","9","102","1","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",158,30,2,5,0,2,0,0,1,0
"G11000100066103","1990","99","9999","9999","9999","9","103","1","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",60,7,0,0,0,1,0,0,0,0
"G11000100066104","1990","99","9999","9999","9999","9","104","1","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",73,5,0,2,0,1,2,0,0,0
"G11000100066105","1990","99","9999","9999","9999","9","105","1","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",221,15,1,3,0,4,0,0,0,5
"G11000100066106","1990","99","9999","9999","9999","9","106","1","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",111,5,0,2,0,8,0,0,0,4
"G11000100066201","1990","99","9999","9999","9999","9","201","2","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",38,1,0,0,0,1,0,0,0,0
"G11000100066202","1990","99","9999","9999","9999","9","202","2","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",81,3,0,0,0,0,0,0,0,4
"G11000100066203","1990","99","9999","9999","9999","9","203","2","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",95,3,1,0,0,1,0,0,0,0
"G11000100066206","1990","99","9999","9999","9999","9","206","2","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",41,3,0,1,0,0,0,0,0,1
"G11000100066220","1990","99","9999","9999","9999","9","220","2","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 220",85,8,0,19,0,2,0,1,0,2
"G11000100066301","1990","99","9999","9999","9999","9","301","3","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",68,6,1,0,0,1,0,0,0,0
"G11000100066302","1990","99","9999","9999","9999","9","302","3","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",145,14,0,2,0,4,0,2,0,0
"G11000100066303","1990","99","9999","9999","9999","9","303","3","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",7,0,0,0,0,0,0,0,0,0
"G11000100066306","1990","99","9999","9999","9999","9","306","3","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",97,2,0,1,0,0,0,0,0,0
"G11000100066308","1990","99","9999","9999","9999","9","308","3","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 308",93,1,1,3,0,0,0,0,0,1
"G11000100066309","1990","99","9999","9999","9999","9","309","3","0066","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 309",85,1,0,0,0,1,1,0,0,0
"G1100010006710101","1990","99","9999","9999","9999","9","101","1","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",69,116,1,1,0,2,0,0,0,0
"G1100010006710102","1990","99","9999","9999","9999","9","102","1","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",134,90,0,6,0,3,0,0,0,2
"G1100010006710103","1990","99","9999","9999","9999","9","103","1","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",5,0,0,0,0,0,0,0,0,0
"G1100010006710104","1990","99","9999","9999","9999","9","104","1","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",138,96,0,4,0,8,0,0,0,4
"G1100010006710105","1990","99","9999","9999","9999","9","105","1","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",34,165,0,8,0,1,0,0,0,2
"G1100010006710107","1990","99","9999","9999","9999","9","107","1","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",3,13,0,0,0,0,0,0,0,0
"G1100010006710108","1990","99","9999","9999","9999","9","108","1","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 108",67,62,0,2,0,1,0,0,0,0
"G1100010006710109","1990","99","9999","9999","9999","9","109","1","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 109",36,16,1,0,0,0,0,0,0,0
"G1100010006710201","1990","99","9999","9999","9999","9","201","2","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",11,14,0,0,0,0,0,0,0,0
"G1100010006710202","1990","99","9999","9999","9999","9","202","2","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",61,19,0,1,0,0,0,0,0,0
"G1100010006710203","1990","99","9999","9999","9999","9","203","2","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",138,20,1,2,1,0,0,0,0,3
"G1100010006710204","1990","99","9999","9999","9999","9","204","2","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",103,34,0,0,0,0,0,0,0,0
"G1100010006710205","1990","99","9999","9999","9999","9","205","2","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",83,31,1,1,0,1,0,0,0,0
"G1100010006710206","1990","99","9999","9999","9999","9","206","2","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",76,32,0,0,0,1,0,0,0,0
"G1100010006710207","1990","99","9999","9999","9999","9","207","2","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 207",140,25,1,3,2,5,0,1,0,0
"G1100010006710208","1990","99","9999","9999","9999","9","208","2","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 208",158,34,0,0,0,3,1,0,0,3
"G1100010006710301","1990","99","9999","9999","9999","9","301","3","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",113,90,0,0,0,2,0,2,0,0
"G1100010006710302","1990","99","9999","9999","9999","9","302","3","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",72,20,0,5,0,0,0,0,0,1
"G1100010006710303","1990","99","9999","9999","9999","9","303","3","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",105,12,0,4,0,0,0,0,0,0
"G1100010006710304","1990","99","9999","9999","9999","9","304","3","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",82,18,0,4,0,4,0,0,0,1
"G1100010006710306","1990","99","9999","9999","9999","9","306","3","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",114,29,0,0,0,0,0,0,5,0
"G1100010006710307","1990","99","9999","9999","9999","9","307","3","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 307",124,18,0,3,0,1,0,0,0,0
"G1100010006710401","1990","99","9999","9999","9999","9","401","4","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 401",51,3,0,1,0,0,0,0,0,0
"G1100010006710402","1990","99","9999","9999","9999","9","402","4","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 402",75,26,2,1,0,7,0,0,0,0
"G1100010006710403","1990","99","9999","9999","9999","9","403","4","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 403",95,10,0,0,0,0,0,0,0,0
"G1100010006710404","1990","99","9999","9999","9999","9","404","4","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 404",35,4,1,0,0,0,0,0,0,0
"G1100010006710405","1990","99","9999","9999","9999","9","405","4","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 405",65,20,0,1,0,0,0,0,0,0
"G1100010006710406","1990","99","9999","9999","9999","9","406","4","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 406",100,21,1,0,0,0,0,0,0,0
"G1100010006710407","1990","99","9999","9999","9999","9","407","4","006710","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 407",28,3,0,1,0,0,0,0,0,0
"G1100010006801101","1990","99","9999","9999","9999","9","101","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",13,206,0,0,0,0,1,0,0,1
"G1100010006801102","1990","99","9999","9999","9999","9","102","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",4,196,0,1,0,0,3,0,0,0
"G1100010006801103","1990","99","9999","9999","9999","9","103","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",10,120,0,0,0,0,0,0,0,0
"G1100010006801104","1990","99","9999","9999","9999","9","104","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",6,211,0,0,0,0,0,0,0,3
"G1100010006801105","1990","99","9999","9999","9999","9","105","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",16,114,0,0,0,0,2,0,0,3
"G1100010006801106","1990","99","9999","9999","9999","9","106","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",9,159,0,0,0,0,4,0,0,0
"G1100010006801107","1990","99","9999","9999","9999","9","107","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",10,146,0,0,0,1,0,0,0,0
"G1100010006801108","1990","99","9999","9999","9999","9","108","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 108",12,134,0,1,0,1,0,0,0,0
"G1100010006801109","1990","99","9999","9999","9999","9","109","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 109",1,37,0,0,0,0,0,0,0,0
"G1100010006801110","1990","99","9999","9999","9999","9","110","1","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 110",13,175,0,1,0,1,0,0,0,0
"G1100010006801201","1990","99","9999","9999","9999","9","201","2","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",10,158,1,0,0,0,0,0,0,0
"G1100010006801202","1990","99","9999","9999","9999","9","202","2","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",8,68,0,4,0,1,0,0,0,1
"G1100010006801203","1990","99","9999","9999","9999","9","203","2","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",5,97,0,0,0,0,3,0,0,1
"G1100010006801204","1990","99","9999","9999","9999","9","204","2","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",20,197,0,2,0,3,0,0,0,3
"G1100010006801205","1990","99","9999","9999","9999","9","205","2","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",20,103,0,1,0,0,0,0,0,0
"G1100010006801206","1990","99","9999","9999","9999","9","206","2","006801","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",4,78,0,0,0,3,5,0,0,7
"G1100010006802101","1990","99","9999","9999","9999","9","101","1","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",8,83,0,0,0,0,0,0,0,0
"G1100010006802102","1990","99","9999","9999","9999","9","102","1","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",6,197,0,0,0,0,0,0,0,1
"G1100010006802104","1990","99","9999","9999","9999","9","104","1","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",14,195,1,0,0,1,2,0,0,0
"G1100010006802105","1990","99","9999","9999","9999","9","105","1","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",3,133,1,2,0,3,0,0,0,0
"G1100010006802106","1990","99","9999","9999","9999","9","106","1","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",16,123,0,2,0,0,0,0,0,0
"G1100010006802107","1990","99","9999","9999","9999","9","107","1","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",31,111,0,0,0,0,0,0,0,0
"G1100010006802201","1990","99","9999","9999","9999","9","201","2","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",46,130,0,11,0,3,1,0,0,1
"G1100010006802202","1990","99","9999","9999","9999","9","202","2","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",30,169,0,2,0,1,0,0,1,5
"G1100010006802203","1990","99","9999","9999","9999","9","203","2","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",8,167,0,0,0,0,3,0,0,0
"G1100010006802204","1990","99","9999","9999","9999","9","204","2","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",6,98,0,0,0,0,0,0,0,0
"G1100010006802206","1990","99","9999","9999","9999","9","206","2","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",21,79,0,0,0,0,1,0,0,0
"G1100010006802301","1990","99","9999","9999","9999","9","301","3","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",4,31,0,0,0,2,0,0,0,0
"G1100010006802302","1990","99","9999","9999","9999","9","302","3","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",20,108,0,3,0,0,0,0,0,0
"G1100010006802303","1990","99","9999","9999","9999","9","303","3","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",16,101,0,0,0,1,0,0,0,0
"G1100010006802304","1990","99","9999","9999","9999","9","304","3","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",37,123,1,0,0,3,0,0,0,2
"G1100010006802305","1990","99","9999","9999","9999","9","305","3","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 305",20,89,1,0,0,0,0,0,0,0
"G1100010006802308","1990","99","9999","9999","9999","9","308","3","006802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 308",1,73,0,0,0,0,0,0,0,2
"G1100010006804107","1990","99","9999","9999","9999","9","107","1","006804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",166,2872,9,7,2,30,51,4,0,33
"G1100010006804108","1990","99","9999","9999","9999","9","108","1","006804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 108",0,8,0,0,0,0,0,0,0,0
"G11000100069101","1990","99","9999","9999","9999","9","101","1","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",52,129,1,5,0,0,0,0,0,1
"G11000100069102","1990","99","9999","9999","9999","9","102","1","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",16,136,1,0,0,0,0,0,0,1
"G11000100069103","1990","99","9999","9999","9999","9","103","1","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",22,48,0,2,0,1,0,0,0,0
"G11000100069104","1990","99","9999","9999","9999","9","104","1","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",17,271,2,0,0,3,1,0,0,0
"G11000100069105","1990","99","9999","9999","9999","9","105","1","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",9,25,0,0,0,3,0,0,0,2
"G11000100069106","1990","99","9999","9999","9999","9","106","1","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",7,17,0,0,0,0,1,0,0,2
"G11000100069201","1990","99","9999","9999","9999","9","201","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",50,93,0,0,0,0,0,0,0,0
"G11000100069202","1990","99","9999","9999","9999","9","202","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",14,11,0,0,0,0,0,0,0,0
"G11000100069203","1990","99","9999","9999","9999","9","203","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",7,7,0,0,0,1,0,0,0,0
"G11000100069204","1990","99","9999","9999","9999","9","204","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",66,107,1,7,1,3,0,1,0,2
"G11000100069205","1990","99","9999","9999","9999","9","205","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",6,5,0,0,0,0,0,0,0,0
"G11000100069206","1990","99","9999","9999","9999","9","206","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",12,34,0,0,0,0,2,0,0,1
"G11000100069207","1990","99","9999","9999","9999","9","207","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 207",59,55,0,3,0,0,0,0,0,0
"G11000100069208","1990","99","9999","9999","9999","9","208","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 208",12,17,0,0,0,0,0,0,0,0
"G11000100069209","1990","99","9999","9999","9999","9","209","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 209",26,43,0,1,0,1,0,0,0,1
"G11000100069210","1990","99","9999","9999","9999","9","210","2","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 210",5,40,1,6,0,0,0,0,1,0
"G11000100069301","1990","99","9999","9999","9999","9","301","3","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",16,5,0,0,0,0,0,0,0,0
"G11000100069302","1990","99","9999","9999","9999","9","302","3","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",112,57,0,1,0,2,0,0,0,0
"G11000100069303","1990","99","9999","9999","9999","9","303","3","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",29,1,0,0,0,0,0,0,0,0
"G11000100069304","1990","99","9999","9999","9999","9","304","3","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",4,0,5,0,0,0,0,0,0,0
"G11000100069305","1990","99","9999","9999","9999","9","305","3","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 305",44,7,0,0,0,5,0,0,0,1
"G11000100069306","1990","99","9999","9999","9999","9","306","3","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",63,43,1,1,0,2,0,0,0,0
"G11000100069307","1990","99","9999","9999","9999","9","307","3","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 307",40,20,0,1,0,1,0,0,0,0
